Cer-BDS,[M+HCO2]-,[M-H]-,[Sph+CC=O-H]-,[Sph+C=O-CO-3H]-,[Sph-H]-,[Sph-NCCO-3H]-
Cer_BS(d18:3/35:0)+HCO2,860.7707,814.7653,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/35:1)+HCO2,858.7551,812.7496,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/35:2)+HCO2,856.7394,810.7339,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/35:3)+HCO2,854.7238,808.7183,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/35:4)+HCO2,852.7081,806.7026,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/35:5)+HCO2,850.6924,804.687,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/35:6)+HCO2,848.6768,802.6713,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/35:7)+HCO2,846.6611,800.6557,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/36:0)+HCO2,874.7864,828.7809,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/36:1)+HCO2,872.7707,826.7653,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/36:2)+HCO2,870.7551,824.7496,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/36:3)+HCO2,868.7394,822.7339,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/36:4)+HCO2,866.7238,820.7183,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/36:5)+HCO2,864.7081,818.7026,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/36:6)+HCO2,862.6924,816.687,336.2544,304.2282,294.2439,233.1911
Cer_BS(d18:3/36:7)+HCO2,860.6768,814.6713,336.2544,304.2282,294.2439,233.1911
Cer_BS(d19:3/14:0)+HCO2,580.4577,534.4523,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/14:1)+HCO2,578.4421,532.4366,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/14:2)+HCO2,576.4264,530.421,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/14:3)+HCO2,574.4108,528.4053,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/15:0)+HCO2,594.4734,548.4679,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/15:1)+HCO2,592.4577,546.4523,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/15:2)+HCO2,590.4421,544.4366,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/15:3)+HCO2,588.4264,542.421,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/16:0)+HCO2,608.489,562.4835,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/16:1)+HCO2,606.4734,560.4679,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/16:2)+HCO2,604.4577,558.4523,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/16:3)+HCO2,602.4421,556.4366,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/16:4)+HCO2,600.4264,554.421,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/16:5)+HCO2,598.4108,552.4053,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/17:0)+HCO2,622.5046,576.4992,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/17:1)+HCO2,620.489,574.4835,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/17:2)+HCO2,618.4734,572.4679,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/17:3)+HCO2,616.4577,570.4523,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/18:0)+HCO2,636.5203,590.5148,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/18:1)+HCO2,634.5046,588.4992,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/18:2)+HCO2,632.489,586.4835,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/18:3)+HCO2,630.4734,584.4679,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/18:4)+HCO2,628.4577,582.4523,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/18:5)+HCO2,626.4421,580.4366,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/19:0)+HCO2,650.5359,604.5305,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/19:1)+HCO2,648.5203,602.5148,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/19:2)+HCO2,646.5046,600.4992,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/19:3)+HCO2,644.489,598.4835,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/19:4)+HCO2,642.4734,596.4679,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/19:5)+HCO2,640.4577,594.4523,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/20:0)+HCO2,664.5516,618.5461,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/20:1)+HCO2,662.5359,616.5305,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/20:2)+HCO2,660.5203,614.5148,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/20:3)+HCO2,658.5046,612.4992,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/20:4)+HCO2,656.489,610.4835,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/20:5)+HCO2,654.4734,608.4679,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/20:6)+HCO2,652.4577,606.4523,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/21:0)+HCO2,678.5673,632.5618,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/21:1)+HCO2,676.5516,630.5461,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/21:2)+HCO2,674.5359,628.5305,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/21:3)+HCO2,672.5203,626.5148,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/21:4)+HCO2,670.5046,624.4992,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/21:5)+HCO2,668.489,622.4835,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/22:0)+HCO2,692.5829,646.5775,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/22:1)+HCO2,690.5673,644.5618,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/22:2)+HCO2,688.5516,642.5461,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/22:3)+HCO2,686.5359,640.5305,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/22:4)+HCO2,684.5203,638.5148,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/22:5)+HCO2,682.5046,636.4992,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/22:6)+HCO2,680.489,634.4835,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/22:7)+HCO2,678.4734,632.4679,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/23:0)+HCO2,706.5986,660.5931,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/23:1)+HCO2,704.5829,658.5775,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/23:2)+HCO2,702.5673,656.5618,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/23:3)+HCO2,700.5516,654.5461,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/23:4)+HCO2,698.5359,652.5305,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/23:5)+HCO2,696.5203,650.5148,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/23:6)+HCO2,694.5046,648.4992,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/24:0)+HCO2,720.6142,674.6088,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/24:1)+HCO2,718.5986,672.5931,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/24:2)+HCO2,716.5829,670.5775,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/24:3)+HCO2,714.5673,668.5618,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/24:4)+HCO2,712.5516,666.5461,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/24:5)+HCO2,710.5359,664.5305,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/24:6)+HCO2,708.5203,662.5148,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/25:0)+HCO2,734.6299,688.6244,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/25:1)+HCO2,732.6142,686.6088,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/25:2)+HCO2,730.5986,684.5931,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/25:3)+HCO2,728.5829,682.5775,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/25:4)+HCO2,726.5673,680.5618,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/25:5)+HCO2,724.5516,678.5461,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/25:6)+HCO2,722.5359,676.5305,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/26:0)+HCO2,748.6455,702.64,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/26:1)+HCO2,746.6299,700.6244,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/26:2)+HCO2,744.6142,698.6088,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/26:3)+HCO2,742.5986,696.5931,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/26:4)+HCO2,740.5829,694.5775,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/26:5)+HCO2,738.5673,692.5618,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/26:6)+HCO2,736.5516,690.5461,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/26:7)+HCO2,734.5359,688.5305,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/27:0)+HCO2,762.6611,716.6557,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/27:1)+HCO2,760.6455,714.64,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/27:2)+HCO2,758.6299,712.6244,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/27:3)+HCO2,756.6142,710.6088,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/27:4)+HCO2,754.5986,708.5931,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/27:5)+HCO2,752.5829,706.5775,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/27:6)+HCO2,750.5673,704.5618,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/27:7)+HCO2,748.5516,702.5461,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/28:0)+HCO2,776.6768,730.6713,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/28:1)+HCO2,774.6611,728.6557,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/28:2)+HCO2,772.6455,726.64,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/28:3)+HCO2,770.6299,724.6244,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/28:4)+HCO2,768.6142,722.6088,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/28:5)+HCO2,766.5986,720.5931,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/28:6)+HCO2,764.5829,718.5775,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/28:7)+HCO2,762.5673,716.5618,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/29:0)+HCO2,790.6924,744.687,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/29:1)+HCO2,788.6768,742.6713,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/29:2)+HCO2,786.6611,740.6557,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/29:3)+HCO2,784.6455,738.64,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/29:4)+HCO2,782.6299,736.6244,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/29:5)+HCO2,780.6142,734.6088,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/29:6)+HCO2,778.5986,732.5931,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/29:7)+HCO2,776.5829,730.5775,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/30:0)+HCO2,804.7081,758.7026,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/30:1)+HCO2,802.6924,756.687,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/30:2)+HCO2,800.6768,754.6713,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/30:3)+HCO2,798.6611,752.6557,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/30:4)+HCO2,796.6455,750.64,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/30:5)+HCO2,794.6299,748.6244,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/30:6)+HCO2,792.6142,746.6088,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/30:7)+HCO2,790.5986,744.5931,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/31:0)+HCO2,818.7238,772.7183,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/31:1)+HCO2,816.7081,770.7026,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/31:2)+HCO2,814.6924,768.687,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/31:3)+HCO2,812.6768,766.6713,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/31:4)+HCO2,810.6611,764.6557,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/31:5)+HCO2,808.6455,762.64,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/31:6)+HCO2,806.6299,760.6244,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/31:7)+HCO2,804.6142,758.6088,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/32:0)+HCO2,832.7394,786.7339,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/32:1)+HCO2,830.7238,784.7183,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/32:2)+HCO2,828.7081,782.7026,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/32:3)+HCO2,826.6924,780.687,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/32:4)+HCO2,824.6768,778.6713,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/32:5)+HCO2,822.6611,776.6557,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/32:6)+HCO2,820.6455,774.64,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/32:7)+HCO2,818.6299,772.6244,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/33:0)+HCO2,846.7551,800.7496,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/33:1)+HCO2,844.7394,798.7339,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/33:2)+HCO2,842.7238,796.7183,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/33:3)+HCO2,840.7081,794.7026,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/33:4)+HCO2,838.6924,792.687,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/33:5)+HCO2,836.6768,790.6713,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/33:6)+HCO2,834.6611,788.6557,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/33:7)+HCO2,832.6455,786.64,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/34:0)+HCO2,860.7707,814.7653,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/34:1)+HCO2,858.7551,812.7496,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/34:2)+HCO2,856.7394,810.7339,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/34:3)+HCO2,854.7238,808.7183,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/34:4)+HCO2,852.7081,806.7026,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/34:5)+HCO2,850.6924,804.687,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/34:6)+HCO2,848.6768,802.6713,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/34:7)+HCO2,846.6611,800.6557,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/35:0)+HCO2,874.7864,828.7809,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/35:1)+HCO2,872.7707,826.7653,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/35:2)+HCO2,870.7551,824.7496,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/35:3)+HCO2,868.7394,822.7339,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/35:4)+HCO2,866.7238,820.7183,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/35:5)+HCO2,864.7081,818.7026,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/35:6)+HCO2,862.6924,816.687,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/35:7)+HCO2,860.6768,814.6713,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/36:0)+HCO2,888.802,842.7966,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/36:1)+HCO2,886.7864,840.7809,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/36:2)+HCO2,884.7707,838.7653,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/36:3)+HCO2,882.7551,836.7496,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/36:4)+HCO2,880.7394,834.7339,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/36:5)+HCO2,878.7238,832.7183,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/36:6)+HCO2,876.7081,830.7026,350.2701,318.2439,308.2595,247.2068
Cer_BS(d19:3/36:7)+HCO2,874.6924,828.687,350.2701,318.2439,308.2595,247.2068
Cer_BS(d20:3/14:0)+HCO2,594.4734,548.4679,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/14:1)+HCO2,592.4577,546.4523,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/14:2)+HCO2,590.4421,544.4366,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/14:3)+HCO2,588.4264,542.421,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/15:0)+HCO2,608.489,562.4835,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/15:1)+HCO2,606.4734,560.4679,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/15:2)+HCO2,604.4577,558.4523,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/15:3)+HCO2,602.4421,556.4366,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/16:0)+HCO2,622.5046,576.4992,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/16:1)+HCO2,620.489,574.4835,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/16:2)+HCO2,618.4734,572.4679,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/16:3)+HCO2,616.4577,570.4523,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/16:4)+HCO2,614.4421,568.4366,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/16:5)+HCO2,612.4264,566.421,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/17:0)+HCO2,636.5203,590.5148,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/17:1)+HCO2,634.5046,588.4992,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/17:2)+HCO2,632.489,586.4835,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/17:3)+HCO2,630.4734,584.4679,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/18:0)+HCO2,650.5359,604.5305,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/18:1)+HCO2,648.5203,602.5148,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/18:2)+HCO2,646.5046,600.4992,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/18:3)+HCO2,644.489,598.4835,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/18:4)+HCO2,642.4734,596.4679,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/18:5)+HCO2,640.4577,594.4523,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/19:0)+HCO2,664.5516,618.5461,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/19:1)+HCO2,662.5359,616.5305,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/19:2)+HCO2,660.5203,614.5148,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/19:3)+HCO2,658.5046,612.4992,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/19:4)+HCO2,656.489,610.4835,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/19:5)+HCO2,654.4734,608.4679,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/20:0)+HCO2,678.5673,632.5618,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/20:1)+HCO2,676.5516,630.5461,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/20:2)+HCO2,674.5359,628.5305,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/20:3)+HCO2,672.5203,626.5148,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/20:4)+HCO2,670.5046,624.4992,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/20:5)+HCO2,668.489,622.4835,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/20:6)+HCO2,666.4734,620.4679,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/21:0)+HCO2,692.5829,646.5775,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/21:1)+HCO2,690.5673,644.5618,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/21:2)+HCO2,688.5516,642.5461,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/21:3)+HCO2,686.5359,640.5305,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/21:4)+HCO2,684.5203,638.5148,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/21:5)+HCO2,682.5046,636.4992,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/22:0)+HCO2,706.5986,660.5931,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/22:1)+HCO2,704.5829,658.5775,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/22:2)+HCO2,702.5673,656.5618,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/22:3)+HCO2,700.5516,654.5461,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/22:4)+HCO2,698.5359,652.5305,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/22:5)+HCO2,696.5203,650.5148,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/22:6)+HCO2,694.5046,648.4992,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/22:7)+HCO2,692.489,646.4835,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/23:0)+HCO2,720.6142,674.6088,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/23:1)+HCO2,718.5986,672.5931,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/23:2)+HCO2,716.5829,670.5775,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/23:3)+HCO2,714.5673,668.5618,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/23:4)+HCO2,712.5516,666.5461,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/23:5)+HCO2,710.5359,664.5305,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/23:6)+HCO2,708.5203,662.5148,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/24:0)+HCO2,734.6299,688.6244,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/24:1)+HCO2,732.6142,686.6088,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/24:2)+HCO2,730.5986,684.5931,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/24:3)+HCO2,728.5829,682.5775,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/24:4)+HCO2,726.5673,680.5618,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/24:5)+HCO2,724.5516,678.5461,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/24:6)+HCO2,722.5359,676.5305,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/25:0)+HCO2,748.6455,702.64,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/25:1)+HCO2,746.6299,700.6244,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/25:2)+HCO2,744.6142,698.6088,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/25:3)+HCO2,742.5986,696.5931,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/25:4)+HCO2,740.5829,694.5775,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/25:5)+HCO2,738.5673,692.5618,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/25:6)+HCO2,736.5516,690.5461,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/26:0)+HCO2,762.6611,716.6557,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/26:1)+HCO2,760.6455,714.64,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/26:2)+HCO2,758.6299,712.6244,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/26:3)+HCO2,756.6142,710.6088,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/26:4)+HCO2,754.5986,708.5931,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/26:5)+HCO2,752.5829,706.5775,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/26:6)+HCO2,750.5673,704.5618,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/26:7)+HCO2,748.5516,702.5461,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/27:0)+HCO2,776.6768,730.6713,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/27:1)+HCO2,774.6611,728.6557,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/27:2)+HCO2,772.6455,726.64,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/27:3)+HCO2,770.6299,724.6244,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/27:4)+HCO2,768.6142,722.6088,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/27:5)+HCO2,766.5986,720.5931,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/27:6)+HCO2,764.5829,718.5775,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/27:7)+HCO2,762.5673,716.5618,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/28:0)+HCO2,790.6924,744.687,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/28:1)+HCO2,788.6768,742.6713,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/28:2)+HCO2,786.6611,740.6557,364.2857,332.2595,322.2751,261.2224
Cer_BS(d20:3/28:3)+HCO2,784.6455,738.64,364.2857,332.2595,322.2751,261.2224
