Cer_NS,[M+HCO2]-,[M-H]-,[M-CO-H]-,[M-CO-3H]-,[M-CO-O-3H]-,[FA+NCCO-3H]-,[FA+NCCO-3H]-,[Sph-N-O-5H]-,[FA+N-H]-,[Sph-NCC-3H]-,[FA-3H]-
Cer_NS(d17:2/35:2)+HCO2,828.74517,782.73979,752.72919,750.71349,734.71859,558.52579,542.53089,247.20725,516.51569,221.19162,499.48919
Cer_NS(d17:2/35:3)+HCO2,826.72951,780.72413,750.71353,748.69783,732.70293,556.51013,540.51523,247.20725,514.50003,221.19162,497.47353
Cer_NS(d17:2/35:4)+HCO2,824.71385,778.70847,748.69787,746.68217,730.68727,554.49447,538.49957,247.20725,512.48437,221.19162,495.45787
Cer_NS(d17:2/36:0)+HCO2,846.79215,800.78677,770.77617,768.76047,752.76557,576.57277,560.57787,247.20725,534.56267,221.19162,517.53617
Cer_NS(d17:2/36:1)+HCO2,844.77649,798.77111,768.76051,766.74481,750.74991,574.55711,558.56221,247.20725,532.54701,221.19162,515.52051
Cer_NS(d17:2/36:2)+HCO2,842.76083,796.75545,766.74485,764.72915,748.73425,572.54145,556.54655,247.20725,530.53135,221.19162,513.50485
Cer_NS(d17:2/36:3)+HCO2,840.74517,794.73979,764.72919,762.71349,746.71859,570.52579,554.53089,247.20725,528.51569,221.19162,511.48919
Cer_NS(d17:2/36:4)+HCO2,838.72951,792.72413,762.71353,760.69783,744.70293,568.51013,552.51523,247.20725,526.50003,221.19162,509.47353
Cer_NS(d18:2/14:0)+HCO2,552.46329,506.45791,476.44731,474.43161,458.43671,268.22825,252.23335,261.22291,226.21815,235.20728,209.19165
Cer_NS(d18:2/14:1)+HCO2,550.44763,504.44225,474.43165,472.41595,456.42105,266.21259,250.21769,261.22291,224.20249,235.20728,207.17599
Cer_NS(d18:2/14:2)+HCO2,548.43197,502.42659,472.41599,470.40029,454.40539,264.19693,248.20203,261.22291,222.18683,235.20728,205.16033
Cer_NS(d18:2/14:3)+HCO2,546.41631,500.41093,470.40033,468.38463,452.38973,262.18127,246.18637,261.22291,220.17117,235.20728,203.14467
Cer_NS(d18:2/15:0)+HCO2,566.47895,520.47357,490.46297,488.44727,472.45237,282.24391,266.24901,261.22291,240.23381,235.20728,223.20731
Cer_NS(d18:2/15:1)+HCO2,564.46329,518.45791,488.44731,486.43161,470.43671,280.22825,264.23335,261.22291,238.21815,235.20728,221.19165
Cer_NS(d18:2/15:2)+HCO2,562.44763,516.44225,486.43165,484.41595,468.42105,278.21259,262.21769,261.22291,236.20249,235.20728,219.17599
Cer_NS(d18:2/15:3)+HCO2,560.43197,514.42659,484.41599,482.40029,466.40539,276.19693,260.20203,261.22291,234.18683,235.20728,217.16033
Cer_NS(d18:2/16:0)+HCO2,580.49461,534.48923,504.47863,502.46293,486.46803,296.25957,280.26467,261.22291,254.24947,235.20728,237.22297
Cer_NS(d18:2/16:1)+HCO2,578.47895,532.47357,502.46297,500.44727,484.45237,294.24391,278.24901,261.22291,252.23381,235.20728,235.20731
Cer_NS(d18:2/16:2)+HCO2,576.46329,530.45791,500.44731,498.43161,482.43671,292.22825,276.23335,261.22291,250.21815,235.20728,233.19165
Cer_NS(d18:2/16:3)+HCO2,574.44763,528.44225,498.43165,496.41595,480.42105,290.21259,274.21769,261.22291,248.20249,235.20728,231.17599
Cer_NS(d18:2/16:4)+HCO2,572.43197,526.42659,496.41599,494.40029,478.40539,288.19693,272.20203,261.22291,246.18683,235.20728,229.16033
Cer_NS(d18:2/17:0)+HCO2,594.51027,548.50489,518.49429,516.47859,500.48369,310.27523,294.28033,261.22291,268.26513,235.20728,251.23863
Cer_NS(d18:2/17:1)+HCO2,592.49461,546.48923,516.47863,514.46293,498.46803,308.25957,292.26467,261.22291,266.24947,235.20728,249.22297
Cer_NS(d18:2/17:2)+HCO2,590.47895,544.47357,514.46297,512.44727,496.45237,306.24391,290.24901,261.22291,264.23381,235.20728,247.20731
Cer_NS(d18:2/17:3)+HCO2,588.46329,542.45791,512.44731,510.43161,494.43671,304.22825,288.23335,261.22291,262.21815,235.20728,245.19165
Cer_NS(d18:2/18:0)+HCO2,608.52593,562.52055,532.50995,530.49425,514.49935,324.29089,308.29599,261.22291,282.28079,235.20728,265.25429
Cer_NS(d18:2/18:1)+HCO2,606.51027,560.50489,530.49429,528.47859,512.48369,322.27523,306.28033,261.22291,280.26513,235.20728,263.23863
Cer_NS(d18:2/18:2)+HCO2,604.49461,558.48923,528.47863,526.46293,510.46803,320.25957,304.26467,261.22291,278.24947,235.20728,261.22297
Cer_NS(d18:2/18:3)+HCO2,602.47895,556.47357,526.46297,524.44727,508.45237,318.24391,302.24901,261.22291,276.23381,235.20728,259.20731
Cer_NS(d18:2/18:4)+HCO2,600.46329,554.45791,524.44731,522.43161,506.43671,316.22825,300.23335,261.22291,274.21815,235.20728,257.19165
Cer_NS(d18:2/19:0)+HCO2,622.54159,576.53621,546.52561,544.50991,528.51501,338.30655,322.31165,261.22291,296.29645,235.20728,279.26995
Cer_NS(d18:2/19:1)+HCO2,620.52593,574.52055,544.50995,542.49425,526.49935,336.29089,320.29599,261.22291,294.28079,235.20728,277.25429
Cer_NS(d18:2/19:2)+HCO2,618.51027,572.50489,542.49429,540.47859,524.48369,334.27523,318.28033,261.22291,292.26513,235.20728,275.23863
Cer_NS(d18:2/19:3)+HCO2,616.49461,570.48923,540.47863,538.46293,522.46803,332.25957,316.26467,261.22291,290.24947,235.20728,273.22297
Cer_NS(d18:2/19:4)+HCO2,614.47895,568.47357,538.46297,536.44727,520.45237,330.24391,314.24901,261.22291,288.23381,235.20728,271.20731
Cer_NS(d18:2/20:0)+HCO2,636.55725,590.55187,560.54127,558.52557,542.53067,352.32221,336.32731,261.22291,310.31211,235.20728,293.28561
Cer_NS(d18:2/20:1)+HCO2,634.54159,588.53621,558.52561,556.50991,540.51501,350.30655,334.31165,261.22291,308.29645,235.20728,291.26995
Cer_NS(d18:2/20:2)+HCO2,632.52593,586.52055,556.50995,554.49425,538.49935,348.29089,332.29599,261.22291,306.28079,235.20728,289.25429
Cer_NS(d18:2/20:3)+HCO2,630.51027,584.50489,554.49429,552.47859,536.48369,346.27523,330.28033,261.22291,304.26513,235.20728,287.23863
Cer_NS(d18:2/20:4)+HCO2,628.49461,582.48923,552.47863,550.46293,534.46803,344.25957,328.26467,261.22291,302.24947,235.20728,285.22297
Cer_NS(d18:2/21:0)+HCO2,650.57291,604.56753,574.55693,572.54123,556.54633,366.33787,350.34297,261.22291,324.32777,235.20728,307.30127
Cer_NS(d18:2/21:1)+HCO2,648.55725,602.55187,572.54127,570.52557,554.53067,364.32221,348.32731,261.22291,322.31211,235.20728,305.28561
Cer_NS(d18:2/21:2)+HCO2,646.54159,600.53621,570.52561,568.50991,552.51501,362.30655,346.31165,261.22291,320.29645,235.20728,303.26995
Cer_NS(d18:2/21:3)+HCO2,644.52593,598.52055,568.50995,566.49425,550.49935,360.29089,344.29599,261.22291,318.28079,235.20728,301.25429
Cer_NS(d18:2/21:4)+HCO2,642.51027,596.50489,566.49429,564.47859,548.48369,358.27523,342.28033,261.22291,316.26513,235.20728,299.23863
Cer_NS(d18:2/22:0)+HCO2,664.58857,618.58319,588.57259,586.55689,570.56199,380.35353,364.35863,261.22291,338.34343,235.20728,321.31693
Cer_NS(d18:2/22:1)+HCO2,662.57291,616.56753,586.55693,584.54123,568.54633,378.33787,362.34297,261.22291,336.32777,235.20728,319.30127
Cer_NS(d18:2/22:2)+HCO2,660.55725,614.55187,584.54127,582.52557,566.53067,376.32221,360.32731,261.22291,334.31211,235.20728,317.28561
Cer_NS(d18:2/22:3)+HCO2,658.54159,612.53621,582.52561,580.50991,564.51501,374.30655,358.31165,261.22291,332.29645,235.20728,315.26995
Cer_NS(d18:2/22:4)+HCO2,656.52593,610.52055,580.50995,578.49425,562.49935,372.29089,356.29599,261.22291,330.28079,235.20728,313.25429
Cer_NS(d18:2/23:0)+HCO2,678.60423,632.59885,602.58825,600.57255,584.57765,394.36919,378.37429,261.22291,352.35909,235.20728,335.33259
Cer_NS(d18:2/23:1)+HCO2,676.58857,630.58319,600.57259,598.55689,582.56199,392.35353,376.35863,261.22291,350.34343,235.20728,333.31693
Cer_NS(d18:2/23:2)+HCO2,674.57291,628.56753,598.55693,596.54123,580.54633,390.33787,374.34297,261.22291,348.32777,235.20728,331.30127
Cer_NS(d18:2/23:3)+HCO2,672.55725,626.55187,596.54127,594.52557,578.53067,388.32221,372.32731,261.22291,346.31211,235.20728,329.28561
Cer_NS(d18:2/23:4)+HCO2,670.54159,624.53621,594.52561,592.50991,576.51501,386.30655,370.31165,261.22291,344.29645,235.20728,327.26995
Cer_NS(d18:2/24:0)+HCO2,692.61989,646.61451,616.60391,614.58821,598.59331,408.38485,392.38995,261.22291,366.37475,235.20728,349.34825
Cer_NS(d18:2/24:1)+HCO2,690.60423,644.59885,614.58825,612.57255,596.57765,406.36919,390.37429,261.22291,364.35909,235.20728,347.33259
Cer_NS(d18:2/24:2)+HCO2,688.58857,642.58319,612.57259,610.55689,594.56199,404.35353,388.35863,261.22291,362.34343,235.20728,345.31693
Cer_NS(d18:2/24:3)+HCO2,686.57291,640.56753,610.55693,608.54123,592.54633,402.33787,386.34297,261.22291,360.32777,235.20728,343.30127
Cer_NS(d18:2/24:4)+HCO2,684.55725,638.55187,608.54127,606.52557,590.53067,400.32221,384.32731,261.22291,358.31211,235.20728,341.28561
Cer_NS(d18:2/25:0)+HCO2,706.63555,660.63017,630.61957,628.60387,612.60897,422.40051,406.40561,261.22291,380.39041,235.20728,363.36391
Cer_NS(d18:2/25:1)+HCO2,704.61989,658.61451,628.60391,626.58821,610.59331,420.38485,404.38995,261.22291,378.37475,235.20728,361.34825
Cer_NS(d18:2/25:2)+HCO2,702.60423,656.59885,626.58825,624.57255,608.57765,418.36919,402.37429,261.22291,376.35909,235.20728,359.33259
Cer_NS(d18:2/25:3)+HCO2,700.58857,654.58319,624.57259,622.55689,606.56199,416.35353,400.35863,261.22291,374.34343,235.20728,357.31693
Cer_NS(d18:2/25:4)+HCO2,698.57291,652.56753,622.55693,620.54123,604.54633,414.33787,398.34297,261.22291,372.32777,235.20728,355.30127
Cer_NS(d18:2/26:0)+HCO2,720.65121,674.64583,644.63523,642.61953,626.62463,436.41617,420.42127,261.22291,394.40607,235.20728,377.37957
Cer_NS(d18:2/26:1)+HCO2,718.63555,672.63017,642.61957,640.60387,624.60897,434.40051,418.40561,261.22291,392.39041,235.20728,375.36391
Cer_NS(d18:2/26:2)+HCO2,716.61989,670.61451,640.60391,638.58821,622.59331,432.38485,416.38995,261.22291,390.37475,235.20728,373.34825
Cer_NS(d18:2/26:3)+HCO2,714.60423,668.59885,638.58825,636.57255,620.57765,430.36919,414.37429,261.22291,388.35909,235.20728,371.33259
Cer_NS(d18:2/26:4)+HCO2,712.58857,666.58319,636.57259,634.55689,618.56199,428.35353,412.35863,261.22291,386.34343,235.20728,369.31693
Cer_NS(d18:2/27:0)+HCO2,734.66687,688.66149,658.65089,656.63519,640.64029,450.43183,434.43693,261.22291,408.42173,235.20728,391.39523
Cer_NS(d18:2/27:1)+HCO2,732.65121,686.64583,656.63523,654.61953,638.62463,448.41617,432.42127,261.22291,406.40607,235.20728,389.37957
Cer_NS(d18:2/27:2)+HCO2,730.63555,684.63017,654.61957,652.60387,636.60897,446.40051,430.40561,261.22291,404.39041,235.20728,387.36391
Cer_NS(d18:2/27:3)+HCO2,728.61989,682.61451,652.60391,650.58821,634.59331,444.38485,428.38995,261.22291,402.37475,235.20728,385.34825
Cer_NS(d18:2/27:4)+HCO2,726.60423,680.59885,650.58825,648.57255,632.57765,442.36919,426.37429,261.22291,400.35909,235.20728,383.33259
Cer_NS(d18:2/28:0)+HCO2,748.68253,702.67715,672.66655,670.65085,654.65595,464.44749,448.45259,261.22291,422.43739,235.20728,405.41089
Cer_NS(d18:2/28:1)+HCO2,746.66687,700.66149,670.65089,668.63519,652.64029,462.43183,446.43693,261.22291,420.42173,235.20728,403.39523
Cer_NS(d18:2/28:2)+HCO2,744.65121,698.64583,668.63523,666.61953,650.62463,460.41617,444.42127,261.22291,418.40607,235.20728,401.37957
Cer_NS(d18:2/28:3)+HCO2,742.63555,696.63017,666.61957,664.60387,648.60897,458.40051,442.40561,261.22291,416.39041,235.20728,399.36391
Cer_NS(d18:2/28:4)+HCO2,740.61989,694.61451,664.60391,662.58821,646.59331,456.38485,440.38995,261.22291,414.37475,235.20728,397.34825
Cer_NS(d18:2/29:0)+HCO2,762.69819,716.69281,686.68221,684.66651,668.67161,478.46315,462.46825,261.22291,436.45305,235.20728,419.42655
Cer_NS(d18:2/29:1)+HCO2,760.68253,714.67715,684.66655,682.65085,666.65595,476.44749,460.45259,261.22291,434.43739,235.20728,417.41089
Cer_NS(d18:2/29:2)+HCO2,758.66687,712.66149,682.65089,680.63519,664.64029,474.43183,458.43693,261.22291,432.42173,235.20728,415.39523
Cer_NS(d18:2/29:3)+HCO2,756.65121,710.64583,680.63523,678.61953,662.62463,472.41617,456.42127,261.22291,430.40607,235.20728,413.37957
Cer_NS(d18:2/29:4)+HCO2,754.63555,708.63017,678.61957,676.60387,660.60897,470.40051,454.40561,261.22291,428.39041,235.20728,411.36391
Cer_NS(d18:2/30:0)+HCO2,776.71385,730.70847,700.69787,698.68217,682.68727,492.47881,476.48391,261.22291,450.46871,235.20728,433.44221
Cer_NS(d18:2/30:1)+HCO2,774.69819,728.69281,698.68221,696.66651,680.67161,490.46315,474.46825,261.22291,448.45305,235.20728,431.42655
Cer_NS(d18:2/30:2)+HCO2,772.68253,726.67715,696.66655,694.65085,678.65595,488.44749,472.45259,261.22291,446.43739,235.20728,429.41089
Cer_NS(d18:2/30:3)+HCO2,770.66687,724.66149,694.65089,692.63519,676.64029,486.43183,470.43693,261.22291,444.42173,235.20728,427.39523
Cer_NS(d18:2/30:4)+HCO2,768.65121,722.64583,692.63523,690.61953,674.62463,484.41617,468.42127,261.22291,442.40607,235.20728,425.37957
Cer_NS(d18:2/31:0)+HCO2,790.72951,744.72413,714.71353,712.69783,696.70293,506.49447,490.49957,261.22291,464.48437,235.20728,447.45787
Cer_NS(d18:2/31:1)+HCO2,788.71385,742.70847,712.69787,710.68217,694.68727,504.47881,488.48391,261.22291,462.46871,235.20728,445.44221
Cer_NS(d18:2/31:2)+HCO2,786.69819,740.69281,710.68221,708.66651,692.67161,502.46315,486.46825,261.22291,460.45305,235.20728,443.42655
Cer_NS(d18:2/31:3)+HCO2,784.68253,738.67715,708.66655,706.65085,690.65595,500.44749,484.45259,261.22291,458.43739,235.20728,441.41089
Cer_NS(d18:2/31:4)+HCO2,782.66687,736.66149,706.65089,704.63519,688.64029,498.43183,482.43693,261.22291,456.42173,235.20728,439.39523
Cer_NS(d18:2/32:0)+HCO2,804.74517,758.73979,728.72919,726.71349,710.71859,520.51013,504.51523,261.22291,478.50003,235.20728,461.47353
Cer_NS(d18:2/32:1)+HCO2,802.72951,756.72413,726.71353,724.69783,708.70293,518.49447,502.49957,261.22291,476.48437,235.20728,459.45787
Cer_NS(d18:2/32:2)+HCO2,800.71385,754.70847,724.69787,722.68217,706.68727,516.47881,500.48391,261.22291,474.46871,235.20728,457.44221
Cer_NS(d18:2/32:3)+HCO2,798.69819,752.69281,722.68221,720.66651,704.67161,514.46315,498.46825,261.22291,472.45305,235.20728,455.42655
Cer_NS(d18:2/32:4)+HCO2,796.68253,750.67715,720.66655,718.65085,702.65595,512.44749,496.45259,261.22291,470.43739,235.20728,453.41089
Cer_NS(d18:2/33:0)+HCO2,818.76083,772.75545,742.74485,740.72915,724.73425,534.52579,518.53089,261.22291,492.51569,235.20728,475.48919
Cer_NS(d18:2/33:1)+HCO2,816.74517,770.73979,740.72919,738.71349,722.71859,532.51013,516.51523,261.22291,490.50003,235.20728,473.47353
Cer_NS(d18:2/33:2)+HCO2,814.72951,768.72413,738.71353,736.69783,720.70293,530.49447,514.49957,261.22291,488.48437,235.20728,471.45787
Cer_NS(d18:2/33:3)+HCO2,812.71385,766.70847,736.69787,734.68217,718.68727,528.47881,512.48391,261.22291,486.46871,235.20728,469.44221
Cer_NS(d18:2/33:4)+HCO2,810.69819,764.69281,734.68221,732.66651,716.67161,526.46315,510.46825,261.22291,484.45305,235.20728,467.42655
Cer_NS(d18:2/34:0)+HCO2,832.77649,786.77111,756.76051,754.74481,738.74991,548.54145,532.54655,261.22291,506.53135,235.20728,489.50485
Cer_NS(d18:2/34:1)+HCO2,830.76083,784.75545,754.74485,752.72915,736.73425,546.52579,530.53089,261.22291,504.51569,235.20728,487.48919
Cer_NS(d18:2/34:2)+HCO2,828.74517,782.73979,752.72919,750.71349,734.71859,544.51013,528.51523,261.22291,502.50003,235.20728,485.47353
Cer_NS(d18:2/34:3)+HCO2,826.72951,780.72413,750.71353,748.69783,732.70293,542.49447,526.49957,261.22291,500.48437,235.20728,483.45787
Cer_NS(d18:2/34:4)+HCO2,824.71385,778.70847,748.69787,746.68217,730.68727,540.47881,524.48391,261.22291,498.46871,235.20728,481.44221
Cer_NS(d18:2/35:0)+HCO2,846.79215,800.78677,770.77617,768.76047,752.76557,562.55711,546.56221,261.22291,520.54701,235.20728,503.52051
Cer_NS(d18:2/35:1)+HCO2,844.77649,798.77111,768.76051,766.74481,750.74991,560.54145,544.54655,261.22291,518.53135,235.20728,501.50485
Cer_NS(d18:2/35:2)+HCO2,842.76083,796.75545,766.74485,764.72915,748.73425,558.52579,542.53089,261.22291,516.51569,235.20728,499.48919
Cer_NS(d18:2/35:3)+HCO2,840.74517,794.73979,764.72919,762.71349,746.71859,556.51013,540.51523,261.22291,514.50003,235.20728,497.47353
Cer_NS(d18:2/35:4)+HCO2,838.72951,792.72413,762.71353,760.69783,744.70293,554.49447,538.49957,261.22291,512.48437,235.20728,495.45787
Cer_NS(d18:2/36:0)+HCO2,860.80781,814.80243,784.79183,782.77613,766.78123,576.57277,560.57787,261.22291,534.56267,235.20728,517.53617
Cer_NS(d18:2/36:1)+HCO2,858.79215,812.78677,782.77617,780.76047,764.76557,574.55711,558.56221,261.22291,532.54701,235.20728,515.52051
Cer_NS(d18:2/36:2)+HCO2,856.77649,810.77111,780.76051,778.74481,762.74991,572.54145,556.54655,261.22291,530.53135,235.20728,513.50485
Cer_NS(d18:2/36:3)+HCO2,854.76083,808.75545,778.74485,776.72915,760.73425,570.52579,554.53089,261.22291,528.51569,235.20728,511.48919
Cer_NS(d18:2/36:4)+HCO2,852.74517,806.73979,776.72919,774.71349,758.71859,568.51013,552.51523,261.22291,526.50003,235.20728,509.47353
Cer_NS(d19:2/14:0)+HCO2,566.47895,520.47357,490.46297,488.44727,472.45237,268.22825,252.23335,275.23857,226.21815,249.22294,209.19165
Cer_NS(d19:2/14:1)+HCO2,564.46329,518.45791,488.44731,486.43161,470.43671,266.21259,250.21769,275.23857,224.20249,249.22294,207.17599
Cer_NS(d19:2/14:2)+HCO2,562.44763,516.44225,486.43165,484.41595,468.42105,264.19693,248.20203,275.23857,222.18683,249.22294,205.16033
Cer_NS(d19:2/14:3)+HCO2,560.43197,514.42659,484.41599,482.40029,466.40539,262.18127,246.18637,275.23857,220.17117,249.22294,203.14467
Cer_NS(d19:2/15:0)+HCO2,580.49461,534.48923,504.47863,502.46293,486.46803,282.24391,266.24901,275.23857,240.23381,249.22294,223.20731
Cer_NS(d19:2/15:1)+HCO2,578.47895,532.47357,502.46297,500.44727,484.45237,280.22825,264.23335,275.23857,238.21815,249.22294,221.19165
Cer_NS(d19:2/15:2)+HCO2,576.46329,530.45791,500.44731,498.43161,482.43671,278.21259,262.21769,275.23857,236.20249,249.22294,219.17599
Cer_NS(d19:2/15:3)+HCO2,574.44763,528.44225,498.43165,496.41595,480.42105,276.19693,260.20203,275.23857,234.18683,249.22294,217.16033
Cer_NS(d19:2/16:0)+HCO2,594.51027,548.50489,518.49429,516.47859,500.48369,296.25957,280.26467,275.23857,254.24947,249.22294,237.22297
Cer_NS(d19:2/16:1)+HCO2,592.49461,546.48923,516.47863,514.46293,498.46803,294.24391,278.24901,275.23857,252.23381,249.22294,235.20731
Cer_NS(d19:2/16:2)+HCO2,590.47895,544.47357,514.46297,512.44727,496.45237,292.22825,276.23335,275.23857,250.21815,249.22294,233.19165
Cer_NS(d19:2/16:3)+HCO2,588.46329,542.45791,512.44731,510.43161,494.43671,290.21259,274.21769,275.23857,248.20249,249.22294,231.17599
Cer_NS(d19:2/16:4)+HCO2,586.44763,540.44225,510.43165,508.41595,492.42105,288.19693,272.20203,275.23857,246.18683,249.22294,229.16033
Cer_NS(d19:2/17:0)+HCO2,608.52593,562.52055,532.50995,530.49425,514.49935,310.27523,294.28033,275.23857,268.26513,249.22294,251.23863
Cer_NS(d19:2/17:1)+HCO2,606.51027,560.50489,530.49429,528.47859,512.48369,308.25957,292.26467,275.23857,266.24947,249.22294,249.22297
Cer_NS(d19:2/17:2)+HCO2,604.49461,558.48923,528.47863,526.46293,510.46803,306.24391,290.24901,275.23857,264.23381,249.22294,247.20731
Cer_NS(d19:2/17:3)+HCO2,602.47895,556.47357,526.46297,524.44727,508.45237,304.22825,288.23335,275.23857,262.21815,249.22294,245.19165
Cer_NS(d19:2/18:0)+HCO2,622.54159,576.53621,546.52561,544.50991,528.51501,324.29089,308.29599,275.23857,282.28079,249.22294,265.25429
Cer_NS(d19:2/18:1)+HCO2,620.52593,574.52055,544.50995,542.49425,526.49935,322.27523,306.28033,275.23857,280.26513,249.22294,263.23863
Cer_NS(d19:2/18:2)+HCO2,618.51027,572.50489,542.49429,540.47859,524.48369,320.25957,304.26467,275.23857,278.24947,249.22294,261.22297
Cer_NS(d19:2/18:3)+HCO2,616.49461,570.48923,540.47863,538.46293,522.46803,318.24391,302.24901,275.23857,276.23381,249.22294,259.20731
Cer_NS(d19:2/18:4)+HCO2,614.47895,568.47357,538.46297,536.44727,520.45237,316.22825,300.23335,275.23857,274.21815,249.22294,257.19165
Cer_NS(d19:2/19:0)+HCO2,636.55725,590.55187,560.54127,558.52557,542.53067,338.30655,322.31165,275.23857,296.29645,249.22294,279.26995
Cer_NS(d19:2/19:1)+HCO2,634.54159,588.53621,558.52561,556.50991,540.51501,336.29089,320.29599,275.23857,294.28079,249.22294,277.25429
Cer_NS(d19:2/19:2)+HCO2,632.52593,586.52055,556.50995,554.49425,538.49935,334.27523,318.28033,275.23857,292.26513,249.22294,275.23863
Cer_NS(d19:2/19:3)+HCO2,630.51027,584.50489,554.49429,552.47859,536.48369,332.25957,316.26467,275.23857,290.24947,249.22294,273.22297
Cer_NS(d19:2/19:4)+HCO2,628.49461,582.48923,552.47863,550.46293,534.46803,330.24391,314.24901,275.23857,288.23381,249.22294,271.20731
Cer_NS(d19:2/20:0)+HCO2,650.57291,604.56753,574.55693,572.54123,556.54633,352.32221,336.32731,275.23857,310.31211,249.22294,293.28561
Cer_NS(d19:2/20:1)+HCO2,648.55725,602.55187,572.54127,570.52557,554.53067,350.30655,334.31165,275.23857,308.29645,249.22294,291.26995
Cer_NS(d19:2/20:2)+HCO2,646.54159,600.53621,570.52561,568.50991,552.51501,348.29089,332.29599,275.23857,306.28079,249.22294,289.25429
Cer_NS(d19:2/20:3)+HCO2,644.52593,598.52055,568.50995,566.49425,550.49935,346.27523,330.28033,275.23857,304.26513,249.22294,287.23863
Cer_NS(d19:2/20:4)+HCO2,642.51027,596.50489,566.49429,564.47859,548.48369,344.25957,328.26467,275.23857,302.24947,249.22294,285.22297
Cer_NS(d19:2/21:0)+HCO2,664.58857,618.58319,588.57259,586.55689,570.56199,366.33787,350.34297,275.23857,324.32777,249.22294,307.30127
Cer_NS(d19:2/21:1)+HCO2,662.57291,616.56753,586.55693,584.54123,568.54633,364.32221,348.32731,275.23857,322.31211,249.22294,305.28561
Cer_NS(d19:2/21:2)+HCO2,660.55725,614.55187,584.54127,582.52557,566.53067,362.30655,346.31165,275.23857,320.29645,249.22294,303.26995
Cer_NS(d19:2/21:3)+HCO2,658.54159,612.53621,582.52561,580.50991,564.51501,360.29089,344.29599,275.23857,318.28079,249.22294,301.25429
