GlcCer_NS,[M+H]+,[M-C6H10O5+H]+,[M-Hex-H2O+H]+,[M-Hex-2H2O+H]+,[Sph-H2O+H]+,[Sph-2H2O+H]+,[FAA+H]+,[Sph-CH4O2+H]+
GlcCer_NS(d19:2/15:1)+H,696.5414,534.4886,516.478,498.4675,294.27912,276.26862,240.2322,264.26862
GlcCer_NS(d19:2/15:2)+H,694.52574,532.47294,514.46234,496.45184,294.27912,276.26862,238.21654,264.26862
GlcCer_NS(d19:2/15:3)+H,692.51008,530.45728,512.44668,494.43618,294.27912,276.26862,236.20088,264.26862
GlcCer_NS(d19:2/16:0)+H,712.57272,550.51992,532.50932,514.49882,294.27912,276.26862,256.26352,264.26862
GlcCer_NS(d19:2/16:1)+H,710.55706,548.50426,530.49366,512.48316,294.27912,276.26862,254.24786,264.26862
GlcCer_NS(d19:2/16:2)+H,708.5414,546.4886,528.478,510.4675,294.27912,276.26862,252.2322,264.26862
GlcCer_NS(d19:2/16:3)+H,706.52574,544.47294,526.46234,508.45184,294.27912,276.26862,250.21654,264.26862
GlcCer_NS(d19:2/16:4)+H,704.51008,542.45728,524.44668,506.43618,294.27912,276.26862,248.20088,264.26862
GlcCer_NS(d19:2/17:0)+H,726.58838,564.53558,546.52498,528.51448,294.27912,276.26862,270.27918,264.26862
GlcCer_NS(d19:2/17:1)+H,724.57272,562.51992,544.50932,526.49882,294.27912,276.26862,268.26352,264.26862
GlcCer_NS(d19:2/17:2)+H,722.55706,560.50426,542.49366,524.48316,294.27912,276.26862,266.24786,264.26862
GlcCer_NS(d19:2/17:3)+H,720.5414,558.4886,540.478,522.4675,294.27912,276.26862,264.2322,264.26862
GlcCer_NS(d19:2/18:0)+H,740.60404,578.55124,560.54064,542.53014,294.27912,276.26862,284.29484,264.26862
GlcCer_NS(d19:2/18:1)+H,738.58838,576.53558,558.52498,540.51448,294.27912,276.26862,282.27918,264.26862
GlcCer_NS(d19:2/18:2)+H,736.57272,574.51992,556.50932,538.49882,294.27912,276.26862,280.26352,264.26862
GlcCer_NS(d19:2/18:3)+H,734.55706,572.50426,554.49366,536.48316,294.27912,276.26862,278.24786,264.26862
GlcCer_NS(d19:2/18:4)+H,732.5414,570.4886,552.478,534.4675,294.27912,276.26862,276.2322,264.26862
GlcCer_NS(d19:2/19:0)+H,754.6197,592.5669,574.5563,556.5458,294.27912,276.26862,298.3105,264.26862
GlcCer_NS(d19:2/19:1)+H,752.60404,590.55124,572.54064,554.53014,294.27912,276.26862,296.29484,264.26862
GlcCer_NS(d19:2/19:2)+H,750.58838,588.53558,570.52498,552.51448,294.27912,276.26862,294.27918,264.26862
GlcCer_NS(d19:2/19:3)+H,748.57272,586.51992,568.50932,550.49882,294.27912,276.26862,292.26352,264.26862
GlcCer_NS(d19:2/19:4)+H,746.55706,584.50426,566.49366,548.48316,294.27912,276.26862,290.24786,264.26862
GlcCer_NS(d19:2/20:0)+H,768.63536,606.58256,588.57196,570.56146,294.27912,276.26862,312.32616,264.26862
GlcCer_NS(d19:2/20:1)+H,766.6197,604.5669,586.5563,568.5458,294.27912,276.26862,310.3105,264.26862
GlcCer_NS(d19:2/20:2)+H,764.60404,602.55124,584.54064,566.53014,294.27912,276.26862,308.29484,264.26862
GlcCer_NS(d19:2/20:3)+H,762.58838,600.53558,582.52498,564.51448,294.27912,276.26862,306.27918,264.26862
GlcCer_NS(d19:2/20:4)+H,760.57272,598.51992,580.50932,562.49882,294.27912,276.26862,304.26352,264.26862
GlcCer_NS(d19:2/21:0)+H,782.65102,620.59822,602.58762,584.57712,294.27912,276.26862,326.34182,264.26862
GlcCer_NS(d19:2/21:1)+H,780.63536,618.58256,600.57196,582.56146,294.27912,276.26862,324.32616,264.26862
GlcCer_NS(d19:2/21:2)+H,778.6197,616.5669,598.5563,580.5458,294.27912,276.26862,322.3105,264.26862
GlcCer_NS(d19:2/21:3)+H,776.60404,614.55124,596.54064,578.53014,294.27912,276.26862,320.29484,264.26862
GlcCer_NS(d19:2/21:4)+H,774.58838,612.53558,594.52498,576.51448,294.27912,276.26862,318.27918,264.26862
GlcCer_NS(d19:2/22:0)+H,796.66668,634.61388,616.60328,598.59278,294.27912,276.26862,340.35748,264.26862
GlcCer_NS(d19:2/22:1)+H,794.65102,632.59822,614.58762,596.57712,294.27912,276.26862,338.34182,264.26862
GlcCer_NS(d19:2/22:2)+H,792.63536,630.58256,612.57196,594.56146,294.27912,276.26862,336.32616,264.26862
GlcCer_NS(d19:2/22:3)+H,790.6197,628.5669,610.5563,592.5458,294.27912,276.26862,334.3105,264.26862
GlcCer_NS(d19:2/22:4)+H,788.60404,626.55124,608.54064,590.53014,294.27912,276.26862,332.29484,264.26862
GlcCer_NS(d19:2/23:0)+H,810.68234,648.62954,630.61894,612.60844,294.27912,276.26862,354.37314,264.26862
GlcCer_NS(d19:2/23:1)+H,808.66668,646.61388,628.60328,610.59278,294.27912,276.26862,352.35748,264.26862
GlcCer_NS(d19:2/23:2)+H,806.65102,644.59822,626.58762,608.57712,294.27912,276.26862,350.34182,264.26862
GlcCer_NS(d19:2/23:3)+H,804.63536,642.58256,624.57196,606.56146,294.27912,276.26862,348.32616,264.26862
GlcCer_NS(d19:2/23:4)+H,802.6197,640.5669,622.5563,604.5458,294.27912,276.26862,346.3105,264.26862
GlcCer_NS(d19:2/24:0)+H,824.698,662.6452,644.6346,626.6241,294.27912,276.26862,368.3888,264.26862
GlcCer_NS(d19:2/24:1)+H,822.68234,660.62954,642.61894,624.60844,294.27912,276.26862,366.37314,264.26862
GlcCer_NS(d19:2/24:2)+H,820.66668,658.61388,640.60328,622.59278,294.27912,276.26862,364.35748,264.26862
GlcCer_NS(d19:2/24:3)+H,818.65102,656.59822,638.58762,620.57712,294.27912,276.26862,362.34182,264.26862
GlcCer_NS(d19:2/24:4)+H,816.63536,654.58256,636.57196,618.56146,294.27912,276.26862,360.32616,264.26862
GlcCer_NS(d19:2/25:0)+H,838.71366,676.66086,658.65026,640.63976,294.27912,276.26862,382.40446,264.26862
GlcCer_NS(d19:2/25:1)+H,836.698,674.6452,656.6346,638.6241,294.27912,276.26862,380.3888,264.26862
GlcCer_NS(d19:2/25:2)+H,834.68234,672.62954,654.61894,636.60844,294.27912,276.26862,378.37314,264.26862
GlcCer_NS(d19:2/25:3)+H,832.66668,670.61388,652.60328,634.59278,294.27912,276.26862,376.35748,264.26862
GlcCer_NS(d19:2/25:4)+H,830.65102,668.59822,650.58762,632.57712,294.27912,276.26862,374.34182,264.26862
GlcCer_NS(d19:2/26:0)+H,852.72932,690.67652,672.66592,654.65542,294.27912,276.26862,396.42012,264.26862
GlcCer_NS(d19:2/26:1)+H,850.71366,688.66086,670.65026,652.63976,294.27912,276.26862,394.40446,264.26862
GlcCer_NS(d19:2/26:2)+H,848.698,686.6452,668.6346,650.6241,294.27912,276.26862,392.3888,264.26862
GlcCer_NS(d19:2/26:3)+H,846.68234,684.62954,666.61894,648.60844,294.27912,276.26862,390.37314,264.26862
GlcCer_NS(d19:2/26:4)+H,844.66668,682.61388,664.60328,646.59278,294.27912,276.26862,388.35748,264.26862
GlcCer_NS(d19:2/27:0)+H,866.74498,704.69218,686.68158,668.67108,294.27912,276.26862,410.43578,264.26862
GlcCer_NS(d19:2/27:1)+H,864.72932,702.67652,684.66592,666.65542,294.27912,276.26862,408.42012,264.26862
GlcCer_NS(d19:2/27:2)+H,862.71366,700.66086,682.65026,664.63976,294.27912,276.26862,406.40446,264.26862
GlcCer_NS(d19:2/27:3)+H,860.698,698.6452,680.6346,662.6241,294.27912,276.26862,404.3888,264.26862
GlcCer_NS(d19:2/27:4)+H,858.68234,696.62954,678.61894,660.60844,294.27912,276.26862,402.37314,264.26862
GlcCer_NS(d19:2/28:0)+H,880.76064,718.70784,700.69724,682.68674,294.27912,276.26862,424.45144,264.26862
GlcCer_NS(d19:2/28:1)+H,878.74498,716.69218,698.68158,680.67108,294.27912,276.26862,422.43578,264.26862
GlcCer_NS(d19:2/28:2)+H,876.72932,714.67652,696.66592,678.65542,294.27912,276.26862,420.42012,264.26862
GlcCer_NS(d19:2/28:3)+H,874.71366,712.66086,694.65026,676.63976,294.27912,276.26862,418.40446,264.26862
GlcCer_NS(d19:2/28:4)+H,872.698,710.6452,692.6346,674.6241,294.27912,276.26862,416.3888,264.26862
GlcCer_NS(d19:2/29:0)+H,894.7763,732.7235,714.7129,696.7024,294.27912,276.26862,438.4671,264.26862
GlcCer_NS(d19:2/29:1)+H,892.76064,730.70784,712.69724,694.68674,294.27912,276.26862,436.45144,264.26862
GlcCer_NS(d19:2/29:2)+H,890.74498,728.69218,710.68158,692.67108,294.27912,276.26862,434.43578,264.26862
GlcCer_NS(d19:2/29:3)+H,888.72932,726.67652,708.66592,690.65542,294.27912,276.26862,432.42012,264.26862
GlcCer_NS(d19:2/29:4)+H,886.71366,724.66086,706.65026,688.63976,294.27912,276.26862,430.40446,264.26862
GlcCer_NS(d19:2/30:0)+H,908.79196,746.73916,728.72856,710.71806,294.27912,276.26862,452.48276,264.26862
GlcCer_NS(d19:2/30:1)+H,906.7763,744.7235,726.7129,708.7024,294.27912,276.26862,450.4671,264.26862
GlcCer_NS(d19:2/30:2)+H,904.76064,742.70784,724.69724,706.68674,294.27912,276.26862,448.45144,264.26862
GlcCer_NS(d19:2/30:3)+H,902.74498,740.69218,722.68158,704.67108,294.27912,276.26862,446.43578,264.26862
GlcCer_NS(d19:2/30:4)+H,900.72932,738.67652,720.66592,702.65542,294.27912,276.26862,444.42012,264.26862
GlcCer_NS(d19:2/31:0)+H,922.80762,760.75482,742.74422,724.73372,294.27912,276.26862,466.49842,264.26862
GlcCer_NS(d19:2/31:1)+H,920.79196,758.73916,740.72856,722.71806,294.27912,276.26862,464.48276,264.26862
GlcCer_NS(d19:2/31:2)+H,918.7763,756.7235,738.7129,720.7024,294.27912,276.26862,462.4671,264.26862
GlcCer_NS(d19:2/31:3)+H,916.76064,754.70784,736.69724,718.68674,294.27912,276.26862,460.45144,264.26862
GlcCer_NS(d19:2/31:4)+H,914.74498,752.69218,734.68158,716.67108,294.27912,276.26862,458.43578,264.26862
GlcCer_NS(d19:2/32:0)+H,936.82328,774.77048,756.75988,738.74938,294.27912,276.26862,480.51408,264.26862
GlcCer_NS(d19:2/32:1)+H,934.80762,772.75482,754.74422,736.73372,294.27912,276.26862,478.49842,264.26862
GlcCer_NS(d19:2/32:2)+H,932.79196,770.73916,752.72856,734.71806,294.27912,276.26862,476.48276,264.26862
GlcCer_NS(d19:2/32:3)+H,930.7763,768.7235,750.7129,732.7024,294.27912,276.26862,474.4671,264.26862
GlcCer_NS(d19:2/32:4)+H,928.76064,766.70784,748.69724,730.68674,294.27912,276.26862,472.45144,264.26862
GlcCer_NS(d19:2/33:0)+H,950.83894,788.78614,770.77554,752.76504,294.27912,276.26862,494.52974,264.26862
GlcCer_NS(d19:2/33:1)+H,948.82328,786.77048,768.75988,750.74938,294.27912,276.26862,492.51408,264.26862
GlcCer_NS(d19:2/33:2)+H,946.80762,784.75482,766.74422,748.73372,294.27912,276.26862,490.49842,264.26862
GlcCer_NS(d19:2/33:3)+H,944.79196,782.73916,764.72856,746.71806,294.27912,276.26862,488.48276,264.26862
GlcCer_NS(d19:2/33:4)+H,942.7763,780.7235,762.7129,744.7024,294.27912,276.26862,486.4671,264.26862
GlcCer_NS(d19:2/34:0)+H,964.8546,802.8018,784.7912,766.7807,294.27912,276.26862,508.5454,264.26862
GlcCer_NS(d19:2/34:1)+H,962.83894,800.78614,782.77554,764.76504,294.27912,276.26862,506.52974,264.26862
GlcCer_NS(d19:2/34:2)+H,960.82328,798.77048,780.75988,762.74938,294.27912,276.26862,504.51408,264.26862
GlcCer_NS(d19:2/34:3)+H,958.80762,796.75482,778.74422,760.73372,294.27912,276.26862,502.49842,264.26862
GlcCer_NS(d19:2/34:4)+H,956.79196,794.73916,776.72856,758.71806,294.27912,276.26862,500.48276,264.26862
GlcCer_NS(d19:2/35:0)+H,978.87026,816.81746,798.80686,780.79636,294.27912,276.26862,522.56106,264.26862
GlcCer_NS(d19:2/35:1)+H,976.8546,814.8018,796.7912,778.7807,294.27912,276.26862,520.5454,264.26862
GlcCer_NS(d19:2/35:2)+H,974.83894,812.78614,794.77554,776.76504,294.27912,276.26862,518.52974,264.26862
GlcCer_NS(d19:2/35:3)+H,972.82328,810.77048,792.75988,774.74938,294.27912,276.26862,516.51408,264.26862
GlcCer_NS(d19:2/35:4)+H,970.80762,808.75482,790.74422,772.73372,294.27912,276.26862,514.49842,264.26862
GlcCer_NS(d19:2/36:0)+H,992.88592,830.83312,812.82252,794.81202,294.27912,276.26862,536.57672,264.26862
GlcCer_NS(d19:2/36:1)+H,990.87026,828.81746,810.80686,792.79636,294.27912,276.26862,534.56106,264.26862
GlcCer_NS(d19:2/36:2)+H,988.8546,826.8018,808.7912,790.7807,294.27912,276.26862,532.5454,264.26862
GlcCer_NS(d19:2/36:3)+H,986.83894,824.78614,806.77554,788.76504,294.27912,276.26862,530.52974,264.26862
GlcCer_NS(d19:2/36:4)+H,984.82328,822.77048,804.75988,786.74938,294.27912,276.26862,528.51408,264.26862
GlcCer_NS(d20:2/14:0)+H,698.55706,536.50426,518.49366,500.48316,308.29478,290.28428,228.2322,278.28428
GlcCer_NS(d20:2/14:1)+H,696.5414,534.4886,516.478,498.4675,308.29478,290.28428,226.21654,278.28428
GlcCer_NS(d20:2/14:2)+H,694.52574,532.47294,514.46234,496.45184,308.29478,290.28428,224.20088,278.28428
GlcCer_NS(d20:2/14:3)+H,692.51008,530.45728,512.44668,494.43618,308.29478,290.28428,222.18522,278.28428
GlcCer_NS(d20:2/15:0)+H,712.57272,550.51992,532.50932,514.49882,308.29478,290.28428,242.24786,278.28428
GlcCer_NS(d20:2/15:1)+H,710.55706,548.50426,530.49366,512.48316,308.29478,290.28428,240.2322,278.28428
GlcCer_NS(d20:2/15:2)+H,708.5414,546.4886,528.478,510.4675,308.29478,290.28428,238.21654,278.28428
GlcCer_NS(d20:2/15:3)+H,706.52574,544.47294,526.46234,508.45184,308.29478,290.28428,236.20088,278.28428
GlcCer_NS(d20:2/16:0)+H,726.58838,564.53558,546.52498,528.51448,308.29478,290.28428,256.26352,278.28428
GlcCer_NS(d20:2/16:1)+H,724.57272,562.51992,544.50932,526.49882,308.29478,290.28428,254.24786,278.28428
GlcCer_NS(d20:2/16:2)+H,722.55706,560.50426,542.49366,524.48316,308.29478,290.28428,252.2322,278.28428
GlcCer_NS(d20:2/16:3)+H,720.5414,558.4886,540.478,522.4675,308.29478,290.28428,250.21654,278.28428
GlcCer_NS(d20:2/16:4)+H,718.52574,556.47294,538.46234,520.45184,308.29478,290.28428,248.20088,278.28428
GlcCer_NS(d20:2/17:0)+H,740.60404,578.55124,560.54064,542.53014,308.29478,290.28428,270.27918,278.28428
GlcCer_NS(d20:2/17:1)+H,738.58838,576.53558,558.52498,540.51448,308.29478,290.28428,268.26352,278.28428
GlcCer_NS(d20:2/17:2)+H,736.57272,574.51992,556.50932,538.49882,308.29478,290.28428,266.24786,278.28428
GlcCer_NS(d20:2/17:3)+H,734.55706,572.50426,554.49366,536.48316,308.29478,290.28428,264.2322,278.28428
GlcCer_NS(d20:2/18:0)+H,754.6197,592.5669,574.5563,556.5458,308.29478,290.28428,284.29484,278.28428
GlcCer_NS(d20:2/18:1)+H,752.60404,590.55124,572.54064,554.53014,308.29478,290.28428,282.27918,278.28428
GlcCer_NS(d20:2/18:2)+H,750.58838,588.53558,570.52498,552.51448,308.29478,290.28428,280.26352,278.28428
GlcCer_NS(d20:2/18:3)+H,748.57272,586.51992,568.50932,550.49882,308.29478,290.28428,278.24786,278.28428
GlcCer_NS(d20:2/18:4)+H,746.55706,584.50426,566.49366,548.48316,308.29478,290.28428,276.2322,278.28428
GlcCer_NS(d20:2/19:0)+H,768.63536,606.58256,588.57196,570.56146,308.29478,290.28428,298.3105,278.28428
GlcCer_NS(d20:2/19:1)+H,766.6197,604.5669,586.5563,568.5458,308.29478,290.28428,296.29484,278.28428
GlcCer_NS(d20:2/19:2)+H,764.60404,602.55124,584.54064,566.53014,308.29478,290.28428,294.27918,278.28428
GlcCer_NS(d20:2/19:3)+H,762.58838,600.53558,582.52498,564.51448,308.29478,290.28428,292.26352,278.28428
GlcCer_NS(d20:2/19:4)+H,760.57272,598.51992,580.50932,562.49882,308.29478,290.28428,290.24786,278.28428
GlcCer_NS(d20:2/20:0)+H,782.65102,620.59822,602.58762,584.57712,308.29478,290.28428,312.32616,278.28428
GlcCer_NS(d20:2/20:1)+H,780.63536,618.58256,600.57196,582.56146,308.29478,290.28428,310.3105,278.28428
GlcCer_NS(d20:2/20:2)+H,778.6197,616.5669,598.5563,580.5458,308.29478,290.28428,308.29484,278.28428
GlcCer_NS(d20:2/20:3)+H,776.60404,614.55124,596.54064,578.53014,308.29478,290.28428,306.27918,278.28428
GlcCer_NS(d20:2/20:4)+H,774.58838,612.53558,594.52498,576.51448,308.29478,290.28428,304.26352,278.28428
GlcCer_NS(d20:2/21:0)+H,796.66668,634.61388,616.60328,598.59278,308.29478,290.28428,326.34182,278.28428
GlcCer_NS(d20:2/21:1)+H,794.65102,632.59822,614.58762,596.57712,308.29478,290.28428,324.32616,278.28428
GlcCer_NS(d20:2/21:2)+H,792.63536,630.58256,612.57196,594.56146,308.29478,290.28428,322.3105,278.28428
GlcCer_NS(d20:2/21:3)+H,790.6197,628.5669,610.5563,592.5458,308.29478,290.28428,320.29484,278.28428
GlcCer_NS(d20:2/21:4)+H,788.60404,626.55124,608.54064,590.53014,308.29478,290.28428,318.27918,278.28428
GlcCer_NS(d20:2/22:0)+H,810.68234,648.62954,630.61894,612.60844,308.29478,290.28428,340.35748,278.28428
GlcCer_NS(d20:2/22:1)+H,808.66668,646.61388,628.60328,610.59278,308.29478,290.28428,338.34182,278.28428
GlcCer_NS(d20:2/22:2)+H,806.65102,644.59822,626.58762,608.57712,308.29478,290.28428,336.32616,278.28428
GlcCer_NS(d20:2/22:3)+H,804.63536,642.58256,624.57196,606.56146,308.29478,290.28428,334.3105,278.28428
GlcCer_NS(d20:2/22:4)+H,802.6197,640.5669,622.5563,604.5458,308.29478,290.28428,332.29484,278.28428
GlcCer_NS(d20:2/23:0)+H,824.698,662.6452,644.6346,626.6241,308.29478,290.28428,354.37314,278.28428
GlcCer_NS(d20:2/23:1)+H,822.68234,660.62954,642.61894,624.60844,308.29478,290.28428,352.35748,278.28428
GlcCer_NS(d20:2/23:2)+H,820.66668,658.61388,640.60328,622.59278,308.29478,290.28428,350.34182,278.28428
GlcCer_NS(d20:2/23:3)+H,818.65102,656.59822,638.58762,620.57712,308.29478,290.28428,348.32616,278.28428
GlcCer_NS(d20:2/23:4)+H,816.63536,654.58256,636.57196,618.56146,308.29478,290.28428,346.3105,278.28428
GlcCer_NS(d20:2/24:0)+H,838.71366,676.66086,658.65026,640.63976,308.29478,290.28428,368.3888,278.28428
GlcCer_NS(d20:2/24:1)+H,836.698,674.6452,656.6346,638.6241,308.29478,290.28428,366.37314,278.28428
GlcCer_NS(d20:2/24:2)+H,834.68234,672.62954,654.61894,636.60844,308.29478,290.28428,364.35748,278.28428
GlcCer_NS(d20:2/24:3)+H,832.66668,670.61388,652.60328,634.59278,308.29478,290.28428,362.34182,278.28428
GlcCer_NS(d20:2/24:4)+H,830.65102,668.59822,650.58762,632.57712,308.29478,290.28428,360.32616,278.28428
GlcCer_NS(d20:2/25:0)+H,852.72932,690.67652,672.66592,654.65542,308.29478,290.28428,382.40446,278.28428
GlcCer_NS(d20:2/25:1)+H,850.71366,688.66086,670.65026,652.63976,308.29478,290.28428,380.3888,278.28428
GlcCer_NS(d20:2/25:2)+H,848.698,686.6452,668.6346,650.6241,308.29478,290.28428,378.37314,278.28428
GlcCer_NS(d20:2/25:3)+H,846.68234,684.62954,666.61894,648.60844,308.29478,290.28428,376.35748,278.28428
GlcCer_NS(d20:2/25:4)+H,844.66668,682.61388,664.60328,646.59278,308.29478,290.28428,374.34182,278.28428
GlcCer_NS(d20:2/26:0)+H,866.74498,704.69218,686.68158,668.67108,308.29478,290.28428,396.42012,278.28428
GlcCer_NS(d20:2/26:1)+H,864.72932,702.67652,684.66592,666.65542,308.29478,290.28428,394.40446,278.28428
GlcCer_NS(d20:2/26:2)+H,862.71366,700.66086,682.65026,664.63976,308.29478,290.28428,392.3888,278.28428
GlcCer_NS(d20:2/26:3)+H,860.698,698.6452,680.6346,662.6241,308.29478,290.28428,390.37314,278.28428
GlcCer_NS(d20:2/26:4)+H,858.68234,696.62954,678.61894,660.60844,308.29478,290.28428,388.35748,278.28428
GlcCer_NS(d20:2/27:0)+H,880.76064,718.70784,700.69724,682.68674,308.29478,290.28428,410.43578,278.28428
GlcCer_NS(d20:2/27:1)+H,878.74498,716.69218,698.68158,680.67108,308.29478,290.28428,408.42012,278.28428
GlcCer_NS(d20:2/27:2)+H,876.72932,714.67652,696.66592,678.65542,308.29478,290.28428,406.40446,278.28428
GlcCer_NS(d20:2/27:3)+H,874.71366,712.66086,694.65026,676.63976,308.29478,290.28428,404.3888,278.28428
GlcCer_NS(d20:2/27:4)+H,872.698,710.6452,692.6346,674.6241,308.29478,290.28428,402.37314,278.28428
GlcCer_NS(d20:2/28:0)+H,894.7763,732.7235,714.7129,696.7024,308.29478,290.28428,424.45144,278.28428
GlcCer_NS(d20:2/28:1)+H,892.76064,730.70784,712.69724,694.68674,308.29478,290.28428,422.43578,278.28428
GlcCer_NS(d20:2/28:2)+H,890.74498,728.69218,710.68158,692.67108,308.29478,290.28428,420.42012,278.28428
GlcCer_NS(d20:2/28:3)+H,888.72932,726.67652,708.66592,690.65542,308.29478,290.28428,418.40446,278.28428
GlcCer_NS(d20:2/28:4)+H,886.71366,724.66086,706.65026,688.63976,308.29478,290.28428,416.3888,278.28428
GlcCer_NS(d20:2/29:0)+H,908.79196,746.73916,728.72856,710.71806,308.29478,290.28428,438.4671,278.28428
GlcCer_NS(d20:2/29:1)+H,906.7763,744.7235,726.7129,708.7024,308.29478,290.28428,436.45144,278.28428
GlcCer_NS(d20:2/29:2)+H,904.76064,742.70784,724.69724,706.68674,308.29478,290.28428,434.43578,278.28428
GlcCer_NS(d20:2/29:3)+H,902.74498,740.69218,722.68158,704.67108,308.29478,290.28428,432.42012,278.28428
GlcCer_NS(d20:2/29:4)+H,900.72932,738.67652,720.66592,702.65542,308.29478,290.28428,430.40446,278.28428
GlcCer_NS(d20:2/30:0)+H,922.80762,760.75482,742.74422,724.73372,308.29478,290.28428,452.48276,278.28428
GlcCer_NS(d20:2/30:1)+H,920.79196,758.73916,740.72856,722.71806,308.29478,290.28428,450.4671,278.28428
GlcCer_NS(d20:2/30:2)+H,918.7763,756.7235,738.7129,720.7024,308.29478,290.28428,448.45144,278.28428
GlcCer_NS(d20:2/30:3)+H,916.76064,754.70784,736.69724,718.68674,308.29478,290.28428,446.43578,278.28428
GlcCer_NS(d20:2/30:4)+H,914.74498,752.69218,734.68158,716.67108,308.29478,290.28428,444.42012,278.28428
GlcCer_NS(d20:2/31:0)+H,936.82328,774.77048,756.75988,738.74938,308.29478,290.28428,466.49842,278.28428
GlcCer_NS(d20:2/31:1)+H,934.80762,772.75482,754.74422,736.73372,308.29478,290.28428,464.48276,278.28428
GlcCer_NS(d20:2/31:2)+H,932.79196,770.73916,752.72856,734.71806,308.29478,290.28428,462.4671,278.28428
GlcCer_NS(d20:2/31:3)+H,930.7763,768.7235,750.7129,732.7024,308.29478,290.28428,460.45144,278.28428
GlcCer_NS(d20:2/31:4)+H,928.76064,766.70784,748.69724,730.68674,308.29478,290.28428,458.43578,278.28428
GlcCer_NS(d20:2/32:0)+H,950.83894,788.78614,770.77554,752.76504,308.29478,290.28428,480.51408,278.28428
GlcCer_NS(d20:2/32:1)+H,948.82328,786.77048,768.75988,750.74938,308.29478,290.28428,478.49842,278.28428
GlcCer_NS(d20:2/32:2)+H,946.80762,784.75482,766.74422,748.73372,308.29478,290.28428,476.48276,278.28428
GlcCer_NS(d20:2/32:3)+H,944.79196,782.73916,764.72856,746.71806,308.29478,290.28428,474.4671,278.28428
GlcCer_NS(d20:2/32:4)+H,942.7763,780.7235,762.7129,744.7024,308.29478,290.28428,472.45144,278.28428
GlcCer_NS(d20:2/33:0)+H,964.8546,802.8018,784.7912,766.7807,308.29478,290.28428,494.52974,278.28428
GlcCer_NS(d20:2/33:1)+H,962.83894,800.78614,782.77554,764.76504,308.29478,290.28428,492.51408,278.28428
GlcCer_NS(d20:2/33:2)+H,960.82328,798.77048,780.75988,762.74938,308.29478,290.28428,490.49842,278.28428
GlcCer_NS(d20:2/33:3)+H,958.80762,796.75482,778.74422,760.73372,308.29478,290.28428,488.48276,278.28428
GlcCer_NS(d20:2/33:4)+H,956.79196,794.73916,776.72856,758.71806,308.29478,290.28428,486.4671,278.28428
GlcCer_NS(d20:2/34:0)+H,978.87026,816.81746,798.80686,780.79636,308.29478,290.28428,508.5454,278.28428
GlcCer_NS(d20:2/34:1)+H,976.8546,814.8018,796.7912,778.7807,308.29478,290.28428,506.52974,278.28428
GlcCer_NS(d20:2/34:2)+H,974.83894,812.78614,794.77554,776.76504,308.29478,290.28428,504.51408,278.28428
GlcCer_NS(d20:2/34:3)+H,972.82328,810.77048,792.75988,774.74938,308.29478,290.28428,502.49842,278.28428
GlcCer_NS(d20:2/34:4)+H,970.80762,808.75482,790.74422,772.73372,308.29478,290.28428,500.48276,278.28428
GlcCer_NS(d20:2/35:0)+H,992.88592,830.83312,812.82252,794.81202,308.29478,290.28428,522.56106,278.28428
GlcCer_NS(d20:2/35:1)+H,990.87026,828.81746,810.80686,792.79636,308.29478,290.28428,520.5454,278.28428
GlcCer_NS(d20:2/35:2)+H,988.8546,826.8018,808.7912,790.7807,308.29478,290.28428,518.52974,278.28428
GlcCer_NS(d20:2/35:3)+H,986.83894,824.78614,806.77554,788.76504,308.29478,290.28428,516.51408,278.28428
GlcCer_NS(d20:2/35:4)+H,984.82328,822.77048,804.75988,786.74938,308.29478,290.28428,514.49842,278.28428
GlcCer_NS(d20:2/36:0)+H,1006.90158,844.84878,826.83818,808.82768,308.29478,290.28428,536.57672,278.28428
GlcCer_NS(d20:2/36:1)+H,1004.88592,842.83312,824.82252,806.81202,308.29478,290.28428,534.56106,278.28428
GlcCer_NS(d20:2/36:2)+H,1002.87026,840.81746,822.80686,804.79636,308.29478,290.28428,532.5454,278.28428
GlcCer_NS(d20:2/36:3)+H,1000.8546,838.8018,820.7912,802.7807,308.29478,290.28428,530.52974,278.28428
GlcCer_NS(d20:2/36:4)+H,998.83894,836.78614,818.77554,800.76504,308.29478,290.28428,528.51408,278.28428
GlcCer_NS(d21:2/14:0)+H,712.57272,550.51992,532.50932,514.49882,322.31044,304.29994,228.2322,292.29994
GlcCer_NS(d21:2/14:1)+H,710.55706,548.50426,530.49366,512.48316,322.31044,304.29994,226.21654,292.29994
GlcCer_NS(d21:2/14:2)+H,708.5414,546.4886,528.478,510.4675,322.31044,304.29994,224.20088,292.29994
GlcCer_NS(d21:2/14:3)+H,706.52574,544.47294,526.46234,508.45184,322.31044,304.29994,222.18522,292.29994
GlcCer_NS(d21:2/15:0)+H,726.58838,564.53558,546.52498,528.51448,322.31044,304.29994,242.24786,292.29994
GlcCer_NS(d21:2/15:1)+H,724.57272,562.51992,544.50932,526.49882,322.31044,304.29994,240.2322,292.29994
GlcCer_NS(d21:2/15:2)+H,722.55706,560.50426,542.49366,524.48316,322.31044,304.29994,238.21654,292.29994
GlcCer_NS(d21:2/15:3)+H,720.5414,558.4886,540.478,522.4675,322.31044,304.29994,236.20088,292.29994
